Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
ChEMBL,View-Unionable,assays_both_0_30_ac1_ev,facebook/bart-base,0.6,0.4285714285714285,1.0,120.53222322463988
ChEMBL,View-Unionable,assays_both_0_30_ac1_ev,gpt,0.6,0.4285714285714285,1.0,41.081653118133545
ChEMBL,View-Unionable,assays_both_0_30_ac1_ev,roberta-base,0.6,0.4285714285714285,1.0,48.04888296127319
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,bert-base-uncased,0.7142857142857143,0.5882352941176471,0.9090909090909092,56.169092893600464
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,distilbert-base-uncased,0.7142857142857143,0.5882352941176471,0.9090909090909092,51.49136996269226
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.7142857142857143,0.5882352941176471,0.9090909090909092,38.43448090553284
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,albert-base-v2,0.5,0.4117647058823529,0.6363636363636364,78.82572889328003
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,facebook/bart-base,0.6428571428571428,0.5294117647058824,0.8181818181818182,212.6660749912262
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,gpt,0.6428571428571428,0.5294117647058824,0.8181818181818182,52.45995903015137
ChEMBL,View-Unionable,assays_both_0_50_ac3_ev,roberta-base,0.7142857142857143,0.5882352941176471,0.9090909090909092,91.6328947544098
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,bert-base-uncased,0.0,0.0,0.0,29.23640275001526
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,distilbert-base-uncased,0.0,0.0,0.0,22.09196186065674
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,14.020751953125
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,albert-base-v2,0.0,0.0,0.0,28.398550033569336
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,facebook/bart-base,0.0,0.0,0.0,86.4891939163208
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,gpt,0.1538461538461538,0.0833333333333333,1.0,23.087397813797
ChEMBL,View-Unionable,assays_both_0_1_ac1_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,39.60860896110535
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,bert-base-uncased,0.3,0.2142857142857142,0.5,69.10261702537537
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,distilbert-base-uncased,0.3,0.2142857142857142,0.5,44.37808895111084
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.3,0.2142857142857142,0.5,32.23420596122742
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,63.45425510406494
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,facebook/bart-base,0.2,0.1428571428571428,0.3333333333333333,495.2068979740143
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,gpt,0.5,0.3571428571428571,0.8333333333333334,1984.9249649047847
ChEMBL,View-Unionable,assays_both_0_30_ac1_av,roberta-base,0.2,0.1428571428571428,0.3333333333333333,71.70019507408142
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,bert-base-uncased,0.0,0.0,0.0,25.347230911254883
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,distilbert-base-uncased,0.0,0.0,0.0,19.06680512428284
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,13.403525114059448
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,albert-base-v2,0.0,0.0,0.0,25.34575319290161
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,facebook/bart-base,0.0,0.0,0.0,70.2423951625824
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,gpt,0.1538461538461538,0.0833333333333333,1.0,22.780330896377563
ChEMBL,View-Unionable,assays_both_0_1_ac5_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,41.476004123687744
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,bert-base-uncased,0.7999999999999999,0.7368421052631579,0.875,102.1465117931366
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,distilbert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,72.3826949596405
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.6285714285714286,0.5789473684210527,0.6875,58.430657148361206
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,albert-base-v2,0.6285714285714286,0.5789473684210527,0.6875,114.04244709014893
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,facebook/bart-base,0.5142857142857142,0.4736842105263157,0.5625,302.21023893356323
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,gpt,0.6857142857142857,0.631578947368421,0.75,85.4048798084259
ChEMBL,View-Unionable,assays_both_0_70_ac3_av,roberta-base,0.6285714285714286,0.5789473684210527,0.6875,142.1945822238922
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,82.75372910499573
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,distilbert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,58.76717495918274
ChEMBL,View-Unionable,assays_both_0_50_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.5,0.4117647058823529,0.6363636363636364,48.05546617507935
