Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,Dataset Name,noise,models_y,Relation Type,Relation_binaire,Source 1 Attribute Count,Source 2 Attribute Count,Common Attribute Count,pourcentage_commun,Precision Median,Recall Median,F1 Score Median,ngcd_at_median,Precision (Top n%),Recall (Top n%),F1 Score (Top n%),ngcd_at_n,Precision (Top 2n%),Recall (Top 2n%),F1 Score (Top 2n%),ngcd_at_2n,F1 Score (Top 25),ngcd_at_25,F1 Score (Top 20),ngcd_at_20,F1 Score (Top 15),ngcd_at_15,F1 Score (Top 10),ngcd_at_10,F1 Score (Top 7),ngcd_at_7,F1 Score (Top 5),ngcd_at_5,Execution_Time_y
ChEMBL,Joinable,assays_vertical_50_ec_ev,facebook/bart-base,0.7857142857142858,0.6470588235294118,1.0,269.69110584259033,facebook/bart-base,assays_vertical_50_ec_ev,1,facebook/bart-base,Joinable,No Semantically,17,17,11,64,0.59,0.91,0.71,0.88,0.64,0.64,0.64,0.7,0.5,0.64,0.56,0.9,0.52,0.9,0.59,0.9,0.62,0.81,,,,,,,269.69110584259033
ChEMBL,Joinable,assays_vertical_50_ec_ev,gpt,0.6428571428571428,0.5294117647058824,0.8181818181818182,57.09381890296936,gpt,assays_vertical_50_ec_ev,1,gpt,Joinable,No Semantically,17,17,11,64,0.47,0.73,0.57,0.79,0.64,0.64,0.64,0.73,0.5,0.64,0.56,0.93,0.52,0.93,0.59,0.93,0.58,0.78,,,,,,,57.09381890296936
ChEMBL,Joinable,assays_vertical_50_ec_ev,roberta-base,0.7142857142857143,0.5882352941176471,0.9090909090909092,130.2363362312317,roberta-base,assays_vertical_50_ec_ev,1,roberta-base,Joinable,No Semantically,17,17,11,64,0.59,0.91,0.71,0.9,0.64,0.64,0.64,0.71,0.5,0.64,0.56,0.91,0.52,0.91,0.59,0.91,0.58,0.77,,,,,,,130.2363362312317
ChEMBL,Joinable,assays_vertical_30_ac5_ev,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,125.32163786888124,bert-base-uncased,assays_vertical_30_ac5_ev,6,bert-base-uncased,Joinable,No Semantically,14,15,6,41,0.21,0.5,0.3,0.55,0.33,0.33,0.33,0.42,0.25,0.33,0.29,0.51,0.28,0.72,0.29,0.65,0.3,0.58,0.32,0.51,0.31,0.42,,,125.32163786888124
ChEMBL,Joinable,assays_vertical_30_ac5_ev,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,85.02124881744385,distilbert-base-uncased,assays_vertical_30_ac5_ev,6,distilbert-base-uncased,Joinable,No Semantically,14,15,6,41,0.36,0.83,0.5,0.77,0.5,0.5,0.5,0.58,0.33,0.5,0.4,0.67,0.32,0.81,0.33,0.74,0.35,0.67,0.37,0.58,0.46,0.58,,,85.02124881744385
ChEMBL,Joinable,assays_vertical_30_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,54.909321784973145,sentence-transformers/all-MiniLM-L6-v2,assays_vertical_30_ac5_ev,6,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.63,0.33,0.33,0.33,0.41,0.33,0.33,0.33,0.59,0.28,0.73,0.32,0.73,0.3,0.59,0.36,0.59,0.31,0.41,,,54.909321784973145
ChEMBL,Joinable,assays_vertical_30_ac5_ev,albert-base-v2,0.3,0.2142857142857142,0.5,160.6022400856018,albert-base-v2,assays_vertical_30_ac5_ev,6,albert-base-v2,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.66,0.33,0.33,0.33,0.42,0.25,0.33,0.29,0.5,0.28,0.72,0.29,0.65,0.3,0.58,0.25,0.42,0.31,0.42,,,160.6022400856018
ChEMBL,Joinable,assays_vertical_30_ac5_ev,facebook/bart-base,0.3,0.2142857142857142,0.5,263.8706340789795,facebook/bart-base,assays_vertical_30_ac5_ev,6,facebook/bart-base,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.7,0.33,0.33,0.33,0.41,0.33,0.33,0.33,0.61,0.28,0.75,0.32,0.75,0.3,0.61,0.36,0.61,0.38,0.51,,,263.8706340789795
ChEMBL,Joinable,assays_vertical_30_ac5_ev,gpt,0.5,0.3571428571428571,0.8333333333333334,49.753511905670166,gpt,assays_vertical_30_ac5_ev,6,gpt,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.62,0.33,0.33,0.33,0.41,0.25,0.33,0.29,0.51,0.28,0.72,0.29,0.66,0.3,0.58,0.32,0.51,0.31,0.41,,,49.753511905670166
ChEMBL,Joinable,assays_vertical_30_ac5_ev,roberta-base,0.4,0.2857142857142857,0.6666666666666666,137.1627550125122,roberta-base,assays_vertical_30_ac5_ev,6,roberta-base,Joinable,No Semantically,14,15,6,41,0.21,0.5,0.3,0.58,0.33,0.33,0.33,0.49,0.25,0.33,0.29,0.59,0.28,0.8,0.29,0.73,0.25,0.59,0.32,0.59,0.31,0.49,,,137.1627550125122
ChEMBL,Joinable,assays_both_50_1_ac5_ev,bert-base-uncased,0.0,0.0,0.0,61.70625901222229,bert-base-uncased,assays_both_50_1_ac5_ev,6,bert-base-uncased,Joinable,No Semantically,12,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,61.70625901222229
ChEMBL,Joinable,assays_both_50_1_ac5_ev,distilbert-base-uncased,0.0,0.0,0.0,45.825467109680176,distilbert-base-uncased,assays_both_50_1_ac5_ev,6,distilbert-base-uncased,Joinable,No Semantically,12,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,45.825467109680176
ChEMBL,Joinable,assays_both_50_1_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,24.850472927093502,sentence-transformers/all-MiniLM-L6-v2,assays_both_50_1_ac5_ev,6,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,24.850472927093502
ChEMBL,Joinable,assays_both_50_1_ac5_ev,albert-base-v2,0.0,0.0,0.0,77.54717683792114,albert-base-v2,assays_both_50_1_ac5_ev,6,albert-base-v2,Joinable,No Semantically,12,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,77.54717683792114
ChEMBL,Joinable,assays_both_50_1_ac5_ev,facebook/bart-base,0.0,0.0,0.0,136.10064888000488,facebook/bart-base,assays_both_50_1_ac5_ev,6,facebook/bart-base,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,136.10064888000488
ChEMBL,Joinable,assays_both_50_1_ac5_ev,gpt,0.1538461538461538,0.0833333333333333,1.0,26.31218099594116,gpt,assays_both_50_1_ac5_ev,6,gpt,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,26.31218099594116
ChEMBL,Joinable,assays_both_50_1_ac5_ev,roberta-base,0.1538461538461538,0.0833333333333333,1.0,66.33756017684937,roberta-base,assays_both_50_1_ac5_ev,6,roberta-base,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,66.33756017684937
ChEMBL,Joinable,assays_vertical_70_ac3_ev,bert-base-uncased,0.7999999999999999,0.7368421052631579,0.875,237.15717697143555,bert-base-uncased,assays_vertical_70_ac3_ev,4,bert-base-uncased,Joinable,No Semantically,19,20,16,82,0.63,0.75,0.69,0.82,0.62,0.62,0.62,0.73,0.47,0.62,0.54,0.91,0.59,0.88,0.61,0.81,,,,,,,,,237.15717697143555
ChEMBL,Joinable,assays_vertical_70_ac3_ev,distilbert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,160.410786151886,distilbert-base-uncased,assays_vertical_70_ac3_ev,4,distilbert-base-uncased,Joinable,No Semantically,19,20,16,82,0.63,0.75,0.69,0.81,0.69,0.69,0.69,0.78,0.41,0.69,0.51,0.84,0.57,0.81,0.61,0.78,,,,,,,,,160.410786151886
ChEMBL,Joinable,assays_vertical_70_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.9142857142857144,0.8421052631578947,1.0,104.74606895446776,sentence-transformers/all-MiniLM-L6-v2,assays_vertical_70_ac3_ev,4,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,19,20,16,82,0.79,0.94,0.86,0.96,0.69,0.69,0.69,0.77,0.47,0.69,0.56,0.91,0.64,0.91,0.64,0.81,,,,,,,,,104.74606895446776
ChEMBL,Joinable,assays_vertical_70_ac3_ev,albert-base-v2,0.5714285714285714,0.5263157894736842,0.625,283.2778789997101,albert-base-v2,assays_vertical_70_ac3_ev,4,albert-base-v2,Joinable,No Semantically,19,20,16,82,0.47,0.56,0.51,0.65,0.38,0.38,0.38,0.51,0.44,0.38,0.4,0.78,0.39,0.65,0.36,0.54,,,,,,,,,283.2778789997101
ChEMBL,Joinable,assays_vertical_70_ac3_ev,facebook/bart-base,0.8571428571428572,0.7894736842105263,0.9375,527.6692900657654,facebook/bart-base,assays_vertical_70_ac3_ev,4,facebook/bart-base,Joinable,No Semantically,19,20,16,82,0.74,0.88,0.8,0.92,0.75,0.75,0.75,0.82,0.5,0.75,0.6,0.96,0.64,0.89,0.7,0.86,,,,,,,,,527.6692900657654
ChEMBL,Joinable,assays_vertical_70_ac3_ev,gpt,0.8571428571428572,0.7894736842105263,0.9375,93.002925157547,gpt,assays_vertical_70_ac3_ev,4,gpt,Joinable,No Semantically,19,20,16,82,0.74,0.88,0.8,0.92,0.75,0.75,0.75,0.83,0.44,0.75,0.55,0.9,0.64,0.9,0.7,0.87,,,,,,,,,93.002925157547
ChEMBL,Joinable,assays_vertical_70_ac3_ev,roberta-base,0.9142857142857144,0.8421052631578947,1.0,271.5638108253479,roberta-base,assays_vertical_70_ac3_ev,4,roberta-base,Joinable,No Semantically,19,20,16,82,0.84,1.0,0.91,1.0,0.88,0.88,0.88,0.92,0.5,0.88,0.64,0.99,0.71,0.95,0.78,0.92,,,,,,,,,271.5638108253479
ChEMBL,Joinable,assays_vertical_30_ac4_ev,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,131.86547684669495,bert-base-uncased,assays_vertical_30_ac4_ev,5,bert-base-uncased,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.55,0.33,0.33,0.33,0.34,0.33,0.33,0.33,0.52,0.28,0.68,0.32,0.68,0.36,0.68,0.36,0.52,0.31,0.34,,,131.86547684669495
ChEMBL,Joinable,assays_vertical_30_ac4_ev,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,85.07945275306702,distilbert-base-uncased,assays_vertical_30_ac4_ev,5,distilbert-base-uncased,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.65,0.33,0.33,0.33,0.45,0.17,0.33,0.22,0.45,0.28,0.74,0.32,0.74,0.25,0.53,0.25,0.45,0.31,0.45,,,85.07945275306702
ChEMBL,Joinable,assays_vertical_30_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,51.952505111694336,sentence-transformers/all-MiniLM-L6-v2,assays_vertical_30_ac4_ev,5,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,14,15,6,41,0.36,0.83,0.5,0.88,0.67,0.67,0.67,0.78,0.33,0.67,0.44,0.78,0.35,0.93,0.41,0.93,0.5,0.93,0.5,0.78,0.62,0.78,,,51.952505111694336
ChEMBL,Joinable,assays_vertical_30_ac4_ev,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,148.0325849056244,albert-base-v2,assays_vertical_30_ac4_ev,5,albert-base-v2,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.59,0.83,0.83,0.83,0.7,0.5,0.83,0.62,0.8,0.37,0.8,0.44,0.8,0.54,0.8,0.7,0.8,0.85,0.8,,,148.0325849056244
ChEMBL,Joinable,assays_vertical_30_ac4_ev,facebook/bart-base,0.2,0.1428571428571428,0.3333333333333333,268.46720695495605,facebook/bart-base,assays_vertical_30_ac4_ev,5,facebook/bart-base,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.48,0.33,0.33,0.33,0.32,0.25,0.33,0.29,0.41,0.28,0.64,0.32,0.64,0.33,0.56,0.32,0.41,0.31,0.32,,,268.46720695495605
ChEMBL,Joinable,assays_vertical_30_ac4_ev,gpt,0.4,0.2857142857142857,0.6666666666666666,48.36308717727661,gpt,assays_vertical_30_ac4_ev,5,gpt,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.75,0.5,0.5,0.5,0.64,0.33,0.5,0.4,0.73,0.32,0.88,0.37,0.88,0.44,0.88,0.37,0.64,0.46,0.64,,,48.36308717727661
ChEMBL,Joinable,assays_vertical_30_ac4_ev,roberta-base,0.4,0.2857142857142857,0.6666666666666666,144.62735056877136,roberta-base,assays_vertical_30_ac4_ev,5,roberta-base,Joinable,No Semantically,14,15,6,41,0.43,1.0,0.6,0.98,0.67,0.67,0.67,0.78,0.42,0.67,0.51,0.86,0.35,0.93,0.41,0.93,0.44,0.86,0.5,0.78,0.62,0.78,,,144.62735056877136
ChEMBL,Joinable,assays_both_50_1_ac4_ev,bert-base-uncased,0.1538461538461538,0.0833333333333333,1.0,57.305460929870605,bert-base-uncased,assays_both_50_1_ac4_ev,5,bert-base-uncased,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,57.305460929870605
ChEMBL,Joinable,assays_both_50_1_ac4_ev,distilbert-base-uncased,0.0,0.0,0.0,44.160609006881714,distilbert-base-uncased,assays_both_50_1_ac4_ev,5,distilbert-base-uncased,Joinable,No Semantically,12,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,44.160609006881714
ChEMBL,Joinable,assays_both_50_1_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,28.235272884368896,sentence-transformers/all-MiniLM-L6-v2,assays_both_50_1_ac4_ev,5,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,28.235272884368896
ChEMBL,Joinable,assays_both_50_1_ac4_ev,albert-base-v2,0.0,0.0,0.0,79.13283085823059,albert-base-v2,assays_both_50_1_ac4_ev,5,albert-base-v2,Joinable,No Semantically,12,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,79.13283085823059
ChEMBL,Joinable,assays_both_50_1_ac4_ev,facebook/bart-base,0.1538461538461538,0.0833333333333333,1.0,142.69289016723633,facebook/bart-base,assays_both_50_1_ac4_ev,5,facebook/bart-base,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,142.69289016723633
ChEMBL,Joinable,assays_both_50_1_ac4_ev,gpt,0.1538461538461538,0.0833333333333333,1.0,25.74322462081909,gpt,assays_both_50_1_ac4_ev,5,gpt,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,25.74322462081909
ChEMBL,Joinable,assays_both_50_1_ac4_ev,roberta-base,0.1538461538461538,0.0833333333333333,1.0,71.16013216972351,roberta-base,assays_both_50_1_ac4_ev,5,roberta-base,Joinable,No Semantically,12,12,1,8,0.08,1.0,0.15,0.63,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,71.16013216972351
ChEMBL,Joinable,assays_both_50_50_ac1_ev,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,148.62228178977966,bert-base-uncased,assays_both_50_50_ac1_ev,2,bert-base-uncased,Joinable,No Semantically,17,17,11,64,0.47,0.73,0.57,0.72,0.45,0.45,0.45,0.54,0.41,0.45,0.43,0.74,0.45,0.83,0.4,0.65,0.46,0.65,,,,,,,148.62228178977966
ChEMBL,Joinable,assays_both_50_50_ac1_ev,distilbert-base-uncased,0.6428571428571428,0.5294117647058824,0.8181818181818182,99.47516107559204,distilbert-base-uncased,assays_both_50_50_ac1_ev,2,distilbert-base-uncased,Joinable,No Semantically,17,17,11,64,0.53,0.82,0.64,0.72,0.55,0.55,0.55,0.53,0.36,0.55,0.44,0.62,0.49,0.75,0.39,0.53,0.46,0.53,,,,,,,99.47516107559204
ChEMBL,Joinable,assays_both_50_50_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.6428571428571428,0.5294117647058824,0.8181818181818182,59.7519428730011,sentence-transformers/all-MiniLM-L6-v2,assays_both_50_50_ac1_ev,2,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,17,17,11,64,0.59,0.91,0.71,0.89,0.64,0.64,0.64,0.71,0.36,0.64,0.46,0.76,0.52,0.89,0.45,0.71,0.54,0.71,,,,,,,59.7519428730011
ChEMBL,Joinable,assays_both_50_50_ac1_ev,albert-base-v2,0.5,0.4117647058823529,0.6363636363636364,183.12018418312076,albert-base-v2,assays_both_50_50_ac1_ev,2,albert-base-v2,Joinable,No Semantically,17,17,11,64,0.53,0.82,0.64,0.82,0.55,0.55,0.55,0.64,0.36,0.55,0.44,0.73,0.43,0.77,0.39,0.64,0.46,0.64,,,,,,,183.12018418312076
ChEMBL,Joinable,assays_both_50_50_ac1_ev,facebook/bart-base,0.5,0.4117647058823529,0.6363636363636364,337.27242970466614,facebook/bart-base,assays_both_50_50_ac1_ev,2,facebook/bart-base,Joinable,No Semantically,17,17,11,64,0.47,0.73,0.57,0.8,0.55,0.55,0.55,0.66,0.5,0.55,0.52,0.92,0.49,0.92,0.55,0.92,0.57,0.83,,,,,,,337.27242970466614
ChEMBL,Joinable,assays_both_50_50_ac1_ev,gpt,0.6428571428571428,0.5294117647058824,0.8181818181818182,64.64880466461182,gpt,assays_both_50_50_ac1_ev,2,gpt,Joinable,No Semantically,17,17,11,64,0.59,0.91,0.71,0.92,0.55,0.55,0.55,0.68,0.41,0.55,0.47,0.82,0.49,0.91,0.43,0.73,0.5,0.73,,,,,,,64.64880466461182
ChEMBL,Joinable,assays_both_50_50_ac1_ev,roberta-base,0.5,0.4117647058823529,0.6363636363636364,170.94840288162231,roberta-base,assays_both_50_50_ac1_ev,2,roberta-base,Joinable,No Semantically,17,17,11,64,0.35,0.55,0.43,0.58,0.36,0.36,0.36,0.46,0.41,0.36,0.39,0.7,0.4,0.79,0.36,0.61,0.35,0.51,,,,,,,170.94840288162231
ChEMBL,Joinable,assays_vertical_70_ac2_ev,bert-base-uncased,0.4571428571428571,0.4210526315789473,0.5,258.2463972568512,bert-base-uncased,assays_vertical_70_ac2_ev,3,bert-base-uncased,Joinable,No Semantically,19,20,16,82,0.58,0.69,0.63,0.71,0.38,0.38,0.38,0.48,0.31,0.38,0.34,0.62,0.37,0.59,0.36,0.52,,,,,,,,,258.2463972568512
ChEMBL,Joinable,assays_vertical_70_ac2_ev,distilbert-base-uncased,0.3999999999999999,0.3684210526315789,0.4375,164.66401410102844,distilbert-base-uncased,assays_vertical_70_ac2_ev,3,distilbert-base-uncased,Joinable,No Semantically,19,20,16,82,0.58,0.69,0.63,0.71,0.38,0.38,0.38,0.48,0.34,0.38,0.36,0.65,0.35,0.55,0.36,0.52,,,,,,,,,164.66401410102844
ChEMBL,Joinable,assays_vertical_70_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.5714285714285714,0.5263157894736842,0.625,108.01963114738464,sentence-transformers/all-MiniLM-L6-v2,assays_vertical_70_ac2_ev,3,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,19,20,16,82,0.58,0.69,0.63,0.7,0.44,0.44,0.44,0.5,0.34,0.44,0.38,0.64,0.39,0.57,0.42,0.53,,,,,,,,,108.01963114738464
ChEMBL,Joinable,assays_vertical_70_ac2_ev,albert-base-v2,0.742857142857143,0.6842105263157895,0.8125,302.2710590362549,albert-base-v2,assays_vertical_70_ac2_ev,3,albert-base-v2,Joinable,No Semantically,19,20,16,82,0.58,0.69,0.63,0.77,0.56,0.56,0.56,0.69,0.38,0.56,0.45,0.8,0.49,0.77,0.53,0.73,,,,,,,,,302.2710590362549
ChEMBL,Joinable,assays_vertical_70_ac2_ev,facebook/bart-base,0.3999999999999999,0.3684210526315789,0.4375,546.6597101688385,facebook/bart-base,assays_vertical_70_ac2_ev,3,facebook/bart-base,Joinable,No Semantically,19,20,16,82,0.63,0.75,0.69,0.8,0.44,0.44,0.44,0.55,0.38,0.44,0.4,0.72,0.39,0.62,0.42,0.59,,,,,,,,,546.6597101688385
ChEMBL,Joinable,assays_vertical_70_ac2_ev,gpt,0.742857142857143,0.6842105263157895,0.8125,100.01528906822205,gpt,assays_vertical_70_ac2_ev,3,gpt,Joinable,No Semantically,19,20,16,82,0.63,0.75,0.69,0.81,0.5,0.5,0.5,0.64,0.38,0.5,0.43,0.78,0.44,0.71,0.47,0.68,,,,,,,,,100.01528906822205
ChEMBL,Joinable,assays_vertical_70_ac2_ev,roberta-base,0.8571428571428572,0.7894736842105263,0.9375,268.116623878479,roberta-base,assays_vertical_70_ac2_ev,3,roberta-base,Joinable,No Semantically,19,20,16,82,0.68,0.81,0.74,0.85,0.69,0.69,0.69,0.77,0.47,0.69,0.56,0.9,0.57,0.81,0.61,0.77,,,,,,,,,268.116623878479
ChEMBL,Joinable,assays_both_50_30_ec_ev,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,90.8688669204712,bert-base-uncased,assays_both_50_30_ec_ev,1,bert-base-uncased,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.72,0.5,0.5,0.5,0.61,0.33,0.5,0.4,0.71,0.32,0.85,0.37,0.85,0.35,0.71,0.44,0.71,0.46,0.61,,,90.8688669204712
ChEMBL,Joinable,assays_both_50_30_ec_ev,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,67.4575309753418,distilbert-base-uncased,assays_both_50_30_ec_ev,1,distilbert-base-uncased,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.72,0.5,0.5,0.5,0.61,0.33,0.5,0.4,0.71,0.32,0.86,0.37,0.86,0.35,0.71,0.44,0.71,0.53,0.71,,,67.4575309753418
ChEMBL,Joinable,assays_both_50_30_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,43.92272162437439,sentence-transformers/all-MiniLM-L6-v2,assays_both_50_30_ec_ev,1,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,14,15,6,41,0.36,0.83,0.5,0.86,0.5,0.5,0.5,0.64,0.42,0.5,0.45,0.82,0.32,0.9,0.37,0.9,0.44,0.9,0.44,0.74,0.46,0.64,,,43.92272162437439
ChEMBL,Joinable,assays_both_50_30_ec_ev,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,121.7868468761444,albert-base-v2,assays_both_50_30_ec_ev,1,albert-base-v2,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.75,0.5,0.5,0.5,0.64,0.42,0.5,0.45,0.82,0.32,0.9,0.37,0.9,0.44,0.9,0.5,0.82,0.46,0.64,,,121.7868468761444
ChEMBL,Joinable,assays_both_50_30_ec_ev,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,204.9199502468109,facebook/bart-base,assays_both_50_30_ec_ev,1,facebook/bart-base,Joinable,No Semantically,14,15,6,41,0.36,0.83,0.5,0.84,0.5,0.5,0.5,0.61,0.33,0.5,0.4,0.71,0.32,0.86,0.37,0.86,0.44,0.86,0.44,0.71,0.46,0.61,,,204.9199502468109
ChEMBL,Joinable,assays_both_50_30_ec_ev,gpt,0.4,0.2857142857142857,0.6666666666666666,50.17816662788391,gpt,assays_both_50_30_ec_ev,1,gpt,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.69,0.5,0.5,0.5,0.58,0.33,0.5,0.4,0.68,0.32,0.83,0.37,0.83,0.4,0.75,0.44,0.68,0.46,0.58,,,50.17816662788391
ChEMBL,Joinable,assays_both_50_30_ec_ev,roberta-base,0.5,0.3571428571428571,0.8333333333333334,106.24359488487244,roberta-base,assays_both_50_30_ec_ev,1,roberta-base,Joinable,No Semantically,14,15,6,41,0.29,0.67,0.4,0.72,0.5,0.5,0.5,0.61,0.33,0.5,0.4,0.69,0.32,0.84,0.37,0.84,0.4,0.77,0.37,0.61,0.46,0.61,,,106.24359488487244
ChEMBL,Joinable,assays_both_50_50_ac5_ev,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,191.84637904167172,bert-base-uncased,assays_both_50_50_ac5_ev,6,bert-base-uncased,Joinable,No Semantically,17,17,11,64,0.24,0.36,0.29,0.41,0.36,0.36,0.36,0.4,0.32,0.36,0.34,0.55,0.34,0.6,0.36,0.55,0.38,0.5,,,,,,,191.84637904167172
ChEMBL,Joinable,assays_both_50_50_ac5_ev,distilbert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,130.5945179462433,distilbert-base-uncased,assays_both_50_50_ac5_ev,6,distilbert-base-uncased,Joinable,No Semantically,17,17,11,64,0.29,0.45,0.36,0.5,0.27,0.27,0.27,0.36,0.27,0.27,0.27,0.52,0.28,0.56,0.29,0.52,0.3,0.47,,,,,,,130.5945179462433
ChEMBL,Joinable,assays_both_50_50_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.3571428571428571,0.2941176470588235,0.4545454545454545,90.05496978759766,sentence-transformers/all-MiniLM-L6-v2,assays_both_50_50_ac5_ev,6,sentence-transformers/all-MiniLM-L6-v2,Joinable,No Semantically,17,17,11,64,0.41,0.64,0.5,0.66,0.45,0.45,0.45,0.54,0.32,0.45,0.37,0.64,0.38,0.69,0.4,0.64,0.43,0.59,,,,,,,90.05496978759766
ChEMBL,Joinable,assays_both_50_50_ac5_ev,albert-base-v2,0.5714285714285714,0.4705882352941176,0.7272727272727273,224.27970814704892,albert-base-v2,assays_both_50_50_ac5_ev,6,albert-base-v2,Joinable,No Semantically,17,17,11,64,0.35,0.55,0.43,0.59,0.36,0.36,0.36,0.47,0.32,0.36,0.34,0.62,0.32,0.62,0.36,0.62,0.35,0.52,,,,,,,224.27970814704892
