Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,Dataset Name,noise,models_y,Relation Type,Relation_binaire,Source 1 Attribute Count,Source 2 Attribute Count,Common Attribute Count,pourcentage_commun,Precision Median,Recall Median,F1 Score Median,ngcd_at_median,Precision (Top n%),Recall (Top n%),F1 Score (Top n%),ngcd_at_n,Precision (Top 2n%),Recall (Top 2n%),F1 Score (Top 2n%),ngcd_at_2n,F1 Score (Top 25),ngcd_at_25,F1 Score (Top 20),ngcd_at_20,F1 Score (Top 15),ngcd_at_15,F1 Score (Top 10),ngcd_at_10,F1 Score (Top 7),ngcd_at_7,F1 Score (Top 5),ngcd_at_5,Execution_Time_y
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.8484848484848485,0.7777777777777778,0.9333333333333332,77.70091724395752,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_70_ac1_av,2,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,18,19,15,81,0.72,0.87,0.79,0.91,0.73,0.73,0.73,0.82,0.4,0.73,0.52,0.85,0.55,0.82,0.63,0.82,0.73,0.82,,,,,,,77.70091724395752
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,albert-base-v2,0.5454545454545454,0.5,0.6,150.41690397262573,albert-base-v2,prospect_both_0_70_ac1_av,2,albert-base-v2,View-Unionable,No Semantically,18,19,15,81,0.44,0.53,0.48,0.62,0.47,0.47,0.47,0.56,0.37,0.47,0.41,0.71,0.41,0.64,0.4,0.56,0.47,0.56,,,,,,,150.41690397262573
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,327.65352177619934,facebook/bart-base,prospect_both_0_70_ac1_av,2,facebook/bart-base,View-Unionable,No Semantically,18,19,15,81,0.39,0.47,0.42,0.6,0.47,0.47,0.47,0.58,0.37,0.47,0.41,0.73,0.45,0.73,0.43,0.62,0.47,0.58,,,,,,,327.65352177619934
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,gpt,0.6666666666666666,0.6111111111111112,0.7333333333333333,95.45428729057312,gpt,prospect_both_0_70_ac1_av,2,gpt,View-Unionable,No Semantically,18,19,15,81,0.72,0.87,0.79,0.9,0.6,0.6,0.6,0.71,0.4,0.6,0.48,0.82,0.51,0.79,0.55,0.75,0.6,0.71,,,,,,,95.45428729057312
TPC-DI,View-Unionable,prospect_both_0_70_ac1_av,roberta-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,180.4763298034668,roberta-base,prospect_both_0_70_ac1_av,2,roberta-base,View-Unionable,No Semantically,18,19,15,81,0.61,0.73,0.67,0.79,0.4,0.4,0.4,0.55,0.37,0.4,0.38,0.74,0.4,0.7,0.4,0.63,0.4,0.55,,,,,,,180.4763298034668
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,bert-base-uncased,0.5185185185185185,0.4375,0.6363636363636364,103.72844433784483,bert-base-uncased,prospect_both_0_50_ac5_av,6,bert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.38,0.55,0.44,0.64,0.36,0.36,0.36,0.53,0.23,0.36,0.28,0.58,0.26,0.58,0.3,0.58,0.31,0.53,,,,,,,103.72844433784483
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,distilbert-base-uncased,0.5185185185185185,0.4375,0.6363636363636364,74.98167896270752,distilbert-base-uncased,prospect_both_0_50_ac5_av,6,distilbert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.44,0.64,0.52,0.69,0.36,0.36,0.36,0.51,0.23,0.36,0.28,0.56,0.29,0.6,0.3,0.56,0.31,0.51,,,,,,,74.98167896270752
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.5185185185185185,0.4375,0.6363636363636364,56.40499401092529,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_50_ac5_av,6,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,16,17,11,66,0.38,0.55,0.44,0.57,0.36,0.36,0.36,0.47,0.27,0.36,0.31,0.57,0.32,0.61,0.33,0.57,0.35,0.52,,,,,,,56.40499401092529
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,albert-base-v2,0.4444444444444444,0.375,0.5454545454545454,102.20212817192078,albert-base-v2,prospect_both_0_50_ac5_av,6,albert-base-v2,View-Unionable,No Semantically,16,17,11,66,0.31,0.45,0.37,0.43,0.27,0.27,0.27,0.31,0.27,0.27,0.27,0.46,0.28,0.5,0.26,0.41,0.27,0.36,,,,,,,102.20212817192078
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,facebook/bart-base,0.5925925925925926,0.5,0.7272727272727273,243.8303940296173,facebook/bart-base,prospect_both_0_50_ac5_av,6,facebook/bart-base,View-Unionable,No Semantically,16,17,11,66,0.44,0.64,0.52,0.68,0.36,0.36,0.36,0.5,0.27,0.36,0.31,0.6,0.32,0.65,0.3,0.55,0.35,0.55,,,,,,,243.8303940296173
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,gpt,0.5185185185185185,0.4375,0.6363636363636364,72.87503290176392,gpt,prospect_both_0_50_ac5_av,6,gpt,View-Unionable,No Semantically,16,17,11,66,0.44,0.64,0.52,0.75,0.55,0.55,0.55,0.67,0.32,0.55,0.4,0.72,0.37,0.72,0.43,0.72,0.5,0.72,,,,,,,72.87503290176392
TPC-DI,View-Unionable,prospect_both_0_50_ac5_av,roberta-base,0.5185185185185185,0.4375,0.6363636363636364,116.98045682907104,roberta-base,prospect_both_0_50_ac5_av,6,roberta-base,View-Unionable,No Semantically,16,17,11,66,0.31,0.45,0.37,0.56,0.36,0.36,0.36,0.5,0.23,0.36,0.28,0.55,0.32,0.64,0.3,0.55,0.35,0.55,,,,,,,116.98045682907104
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,103.31369066238403,bert-base-uncased,prospect_both_0_70_ac1_ev,2,bert-base-uncased,View-Unionable,No Semantically,18,19,15,81,0.67,0.8,0.73,0.82,0.53,0.53,0.53,0.63,0.43,0.53,0.48,0.82,0.48,0.75,0.49,0.68,0.53,0.63,,,,,,,103.31369066238403
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,distilbert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,75.90255999565125,distilbert-base-uncased,prospect_both_0_70_ac1_ev,2,distilbert-base-uncased,View-Unionable,No Semantically,18,19,15,81,0.61,0.73,0.67,0.8,0.6,0.6,0.6,0.71,0.43,0.6,0.5,0.86,0.51,0.79,0.51,0.71,0.6,0.71,,,,,,,75.90255999565125
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.7272727272727272,0.6666666666666666,0.8,59.5566840171814,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_70_ac1_ev,2,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,18,19,15,81,0.67,0.8,0.73,0.84,0.6,0.6,0.6,0.71,0.4,0.6,0.48,0.83,0.53,0.83,0.57,0.79,0.6,0.71,,,,,,,59.5566840171814
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,albert-base-v2,0.8484848484848485,0.7777777777777778,0.9333333333333332,103.82942724227904,albert-base-v2,prospect_both_0_70_ac1_ev,2,albert-base-v2,View-Unionable,No Semantically,18,19,15,81,0.72,0.87,0.79,0.89,0.53,0.53,0.53,0.66,0.5,0.53,0.52,0.92,0.53,0.85,0.52,0.74,0.53,0.66,,,,,,,103.82942724227904
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,facebook/bart-base,0.7272727272727272,0.6666666666666666,0.8,254.48348593711853,facebook/bart-base,prospect_both_0_70_ac1_ev,2,facebook/bart-base,View-Unionable,No Semantically,18,19,15,81,0.61,0.73,0.67,0.78,0.6,0.6,0.6,0.68,0.43,0.6,0.5,0.83,0.53,0.8,0.57,0.76,0.6,0.68,,,,,,,254.48348593711853
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,gpt,0.7272727272727272,0.6666666666666666,0.8,72.46183776855469,gpt,prospect_both_0_70_ac1_ev,2,gpt,View-Unionable,No Semantically,18,19,15,81,0.67,0.8,0.73,0.84,0.67,0.67,0.67,0.75,0.43,0.67,0.53,0.86,0.56,0.83,0.6,0.79,0.67,0.75,,,,,,,72.46183776855469
TPC-DI,View-Unionable,prospect_both_0_70_ac1_ev,roberta-base,0.7272727272727272,0.6666666666666666,0.8,117.00982403755188,roberta-base,prospect_both_0_70_ac1_ev,2,roberta-base,View-Unionable,No Semantically,18,19,15,81,0.61,0.73,0.67,0.79,0.47,0.47,0.47,0.58,0.43,0.47,0.45,0.81,0.45,0.74,0.46,0.67,0.47,0.58,,,,,,,117.00982403755188
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,35.29442572593689,bert-base-uncased,prospect_both_0_1_ac1_ev,2,bert-base-uncased,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,35.29442572593689
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,25.97181606292725,distilbert-base-uncased,prospect_both_0_1_ac1_ev,2,distilbert-base-uncased,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,25.97181606292725
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,18.84557795524597,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_1_ac1_ev,2,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,18.84557795524597
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,albert-base-v2,0.0,0.0,0.0,35.24419379234314,albert-base-v2,prospect_both_0_1_ac1_ev,2,albert-base-v2,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.0,35.24419379234314
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,facebook/bart-base,0.0,0.0,0.0,87.87148380279541,facebook/bart-base,prospect_both_0_1_ac1_ev,2,facebook/bart-base,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,0.0,0.39,87.87148380279541
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,30.949269771575928,gpt,prospect_both_0_1_ac1_ev,2,gpt,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,30.949269771575928
TPC-DI,View-Unionable,prospect_both_0_1_ac1_ev,roberta-base,0.0,0.0,0.0,42.233481884002686,roberta-base,prospect_both_0_1_ac1_ev,2,roberta-base,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,42.233481884002686
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,bert-base-uncased,0.5185185185185185,0.4375,0.6363636363636364,124.74383521080016,bert-base-uncased,prospect_both_0_50_ac1_av,2,bert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.38,0.55,0.44,0.51,0.36,0.36,0.36,0.37,0.27,0.36,0.31,0.46,0.29,0.46,0.3,0.42,0.31,0.37,,,,,,,124.74383521080016
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,distilbert-base-uncased,0.5925925925925926,0.5,0.7272727272727273,84.23958086967468,distilbert-base-uncased,prospect_both_0_50_ac1_av,2,distilbert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.44,0.64,0.52,0.71,0.55,0.55,0.55,0.64,0.32,0.55,0.4,0.7,0.43,0.79,0.43,0.7,0.5,0.7,,,,,,,84.23958086967468
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.5185185185185185,0.4375,0.6363636363636364,59.27976131439209,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_50_ac1_av,2,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,16,17,11,66,0.38,0.55,0.44,0.65,0.45,0.45,0.45,0.58,0.36,0.45,0.4,0.73,0.4,0.78,0.43,0.73,0.43,0.64,,,,,,,59.27976131439209
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,127.86956691741943,albert-base-v2,prospect_both_0_50_ac1_av,2,albert-base-v2,View-Unionable,No Semantically,16,17,11,66,0.31,0.45,0.37,0.57,0.36,0.36,0.36,0.51,0.36,0.36,0.36,0.7,0.34,0.7,0.36,0.66,0.35,0.56,,,,,,,127.86956691741943
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,facebook/bart-base,0.5185185185185185,0.4375,0.6363636363636364,306.61331009864807,facebook/bart-base,prospect_both_0_50_ac1_av,2,facebook/bart-base,View-Unionable,No Semantically,16,17,11,66,0.31,0.45,0.37,0.57,0.36,0.36,0.36,0.51,0.32,0.36,0.34,0.66,0.34,0.71,0.36,0.66,0.35,0.56,,,,,,,306.61331009864807
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,gpt,0.8148148148148148,0.6875,1.0,90.93670701980592,gpt,prospect_both_0_50_ac1_av,2,gpt,View-Unionable,No Semantically,16,17,11,66,0.69,1.0,0.81,0.99,0.64,0.64,0.64,0.72,0.41,0.64,0.5,0.83,0.49,0.87,0.53,0.83,0.62,0.83,,,,,,,90.93670701980592
TPC-DI,View-Unionable,prospect_both_0_50_ac1_av,roberta-base,0.4444444444444444,0.375,0.5454545454545454,106.6325330734253,roberta-base,prospect_both_0_50_ac1_av,2,roberta-base,View-Unionable,No Semantically,16,17,11,66,0.5,0.73,0.59,0.73,0.27,0.27,0.27,0.42,0.32,0.27,0.29,0.61,0.28,0.61,0.26,0.52,0.27,0.47,,,,,,,106.6325330734253
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,bert-base-uncased,0.7272727272727272,0.6666666666666666,0.8,164.9321091175079,bert-base-uncased,prospect_both_0_70_ac5_ev,6,bert-base-uncased,View-Unionable,No Semantically,18,19,15,81,0.56,0.67,0.61,0.75,0.53,0.53,0.53,0.62,0.33,0.53,0.41,0.7,0.43,0.66,0.49,0.66,0.53,0.62,,,,,,,164.9321091175079
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,distilbert-base-uncased,0.5454545454545454,0.5,0.6,114.71399021148682,distilbert-base-uncased,prospect_both_0_70_ac5_ev,6,distilbert-base-uncased,View-Unionable,No Semantically,18,19,15,81,0.5,0.6,0.55,0.66,0.4,0.4,0.4,0.44,0.27,0.4,0.32,0.52,0.33,0.48,0.34,0.44,0.4,0.44,,,,,,,114.71399021148682
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.7878787878787877,0.7222222222222222,0.8666666666666667,97.08141994476318,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_70_ac5_ev,6,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,18,19,15,81,0.61,0.73,0.67,0.79,0.47,0.47,0.47,0.61,0.37,0.47,0.41,0.76,0.43,0.72,0.46,0.69,0.47,0.61,,,,,,,97.08141994476318
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,albert-base-v2,0.606060606060606,0.5555555555555556,0.6666666666666666,198.928827047348,albert-base-v2,prospect_both_0_70_ac5_ev,6,albert-base-v2,View-Unionable,No Semantically,18,19,15,81,0.56,0.67,0.61,0.72,0.33,0.33,0.33,0.42,0.33,0.33,0.33,0.61,0.35,0.58,0.34,0.5,0.33,0.42,,,,,,,198.928827047348
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,facebook/bart-base,0.7272727272727272,0.6666666666666666,0.8,339.614066362381,facebook/bart-base,prospect_both_0_70_ac5_ev,6,facebook/bart-base,View-Unionable,No Semantically,18,19,15,81,0.44,0.53,0.48,0.6,0.4,0.4,0.4,0.47,0.27,0.4,0.32,0.55,0.36,0.55,0.4,0.55,0.4,0.47,,,,,,,339.614066362381
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,gpt,0.7272727272727272,0.6666666666666666,0.8,103.17178106307983,gpt,prospect_both_0_70_ac5_ev,6,gpt,View-Unionable,No Semantically,18,19,15,81,0.56,0.67,0.61,0.74,0.53,0.53,0.53,0.64,0.37,0.53,0.43,0.76,0.46,0.72,0.52,0.72,0.53,0.64,,,,,,,103.17178106307983
TPC-DI,View-Unionable,prospect_both_0_70_ac5_ev,roberta-base,0.5454545454545454,0.5,0.6,193.5792109966278,roberta-base,prospect_both_0_70_ac5_ev,6,roberta-base,View-Unionable,No Semantically,18,19,15,81,0.56,0.67,0.61,0.7,0.4,0.4,0.4,0.43,0.3,0.4,0.34,0.54,0.36,0.5,0.37,0.47,0.4,0.43,,,,,,,193.5792109966278
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,41.92440509796143,bert-base-uncased,prospect_both_0_1_ac5_ev,6,bert-base-uncased,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,41.92440509796143
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,29.33501887321472,distilbert-base-uncased,prospect_both_0_1_ac5_ev,6,distilbert-base-uncased,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,0.63,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,29.33501887321472
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,20.689754962921143,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_1_ac5_ev,6,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,20.689754962921143
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,albert-base-v2,0.0,0.0,0.0,38.39182114601135,albert-base-v2,prospect_both_0_1_ac5_ev,6,albert-base-v2,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,38.39182114601135
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,facebook/bart-base,0.0,0.0,0.0,86.04951429367065,facebook/bart-base,prospect_both_0_1_ac5_ev,6,facebook/bart-base,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.0,86.04951429367065
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,29.80404305458069,gpt,prospect_both_0_1_ac5_ev,6,gpt,View-Unionable,No Semantically,11,12,1,8,0.09,1.0,0.17,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,0.08,1.0,0.1,1.0,0.12,1.0,0.18,1.0,0.25,1.0,0.33,1.0,29.80404305458069
TPC-DI,View-Unionable,prospect_both_0_1_ac5_ev,roberta-base,0.1666666666666666,0.0909090909090909,1.0,43.16158103942871,roberta-base,prospect_both_0_1_ac5_ev,6,roberta-base,View-Unionable,No Semantically,11,12,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.36,0.0,0.0,43.16158103942871
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,bert-base-uncased,0.8148148148148148,0.6875,1.0,96.15184617042542,bert-base-uncased,prospect_both_0_50_ec_av,1,bert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.56,0.82,0.67,0.86,0.82,0.82,0.82,0.85,0.5,0.82,0.62,0.95,0.57,0.95,0.66,0.95,0.73,0.9,,,,,,,96.15184617042542
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,distilbert-base-uncased,0.8148148148148148,0.6875,1.0,64.91535711288452,distilbert-base-uncased,prospect_both_0_50_ec_av,1,distilbert-base-uncased,View-Unionable,No Semantically,16,17,11,66,0.69,1.0,0.81,0.99,0.73,0.73,0.73,0.8,0.45,0.73,0.56,0.91,0.52,0.91,0.59,0.91,0.66,0.86,,,,,,,64.91535711288452
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.5925925925925926,0.5,0.7272727272727273,46.38925909996033,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_50_ec_av,1,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,16,17,11,66,0.5,0.73,0.59,0.8,0.55,0.55,0.55,0.64,0.36,0.55,0.44,0.75,0.4,0.75,0.43,0.7,0.5,0.7,,,,,,,46.38925909996033
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,albert-base-v2,0.5925925925925926,0.5,0.7272727272727273,96.8973319530487,albert-base-v2,prospect_both_0_50_ec_av,1,albert-base-v2,View-Unionable,No Semantically,16,17,11,66,0.5,0.73,0.59,0.78,0.45,0.45,0.45,0.6,0.36,0.45,0.4,0.75,0.4,0.79,0.43,0.75,0.43,0.65,,,,,,,96.8973319530487
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,facebook/bart-base,0.6666666666666666,0.5625,0.8181818181818182,227.19085001945496,facebook/bart-base,prospect_both_0_50_ec_av,1,facebook/bart-base,View-Unionable,No Semantically,16,17,11,66,0.56,0.82,0.67,0.81,0.45,0.45,0.45,0.53,0.36,0.45,0.4,0.68,0.38,0.68,0.43,0.68,0.46,0.63,,,,,,,227.19085001945496
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,gpt,0.6666666666666666,0.5625,0.8181818181818182,75.83428001403809,gpt,prospect_both_0_50_ec_av,1,gpt,View-Unionable,No Semantically,16,17,11,66,0.5,0.73,0.59,0.8,0.73,0.73,0.73,0.78,0.36,0.73,0.48,0.78,0.48,0.82,0.52,0.78,0.62,0.78,,,,,,,75.83428001403809
TPC-DI,View-Unionable,prospect_both_0_50_ec_av,roberta-base,0.6666666666666666,0.5625,0.8181818181818182,117.93129992485046,roberta-base,prospect_both_0_50_ec_av,1,roberta-base,View-Unionable,No Semantically,16,17,11,66,0.56,0.82,0.67,0.85,0.36,0.36,0.36,0.53,0.36,0.36,0.36,0.74,0.36,0.78,0.38,0.74,0.38,0.64,,,,,,,117.93129992485046
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,bert-base-uncased,0.6,0.4285714285714285,1.0,62.81689119338989,bert-base-uncased,prospect_both_0_30_ac3_ev,4,bert-base-uncased,View-Unionable,No Semantically,14,14,6,42,0.36,0.83,0.5,0.88,0.67,0.67,0.67,0.75,0.42,0.67,0.51,0.83,0.35,0.91,0.41,0.91,0.44,0.83,0.5,0.75,0.62,0.75,,,62.81689119338989
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,39.92779326438904,distilbert-base-uncased,prospect_both_0_30_ac3_ev,4,distilbert-base-uncased,View-Unionable,No Semantically,14,14,6,42,0.36,0.83,0.5,0.86,0.5,0.5,0.5,0.64,0.33,0.5,0.4,0.73,0.32,0.88,0.37,0.88,0.4,0.81,0.37,0.64,0.46,0.64,,,39.92779326438904
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,27.615331172943115,sentence-transformers/all-MiniLM-L6-v2,prospect_both_0_30_ac3_ev,4,sentence-transformers/all-MiniLM-L6-v2,View-Unionable,No Semantically,14,14,6,42,0.29,0.67,0.4,0.72,0.67,0.67,0.67,0.73,0.33,0.67,0.44,0.73,0.35,0.88,0.36,0.81,0.44,0.81,0.5,0.73,0.62,0.73,,,27.615331172943115
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,68.87112188339233,albert-base-v2,prospect_both_0_30_ac3_ev,4,albert-base-v2,View-Unionable,No Semantically,14,14,6,42,0.21,0.5,0.3,0.55,0.33,0.33,0.33,0.43,0.33,0.33,0.33,0.61,0.28,0.76,0.32,0.76,0.33,0.69,0.32,0.53,0.31,0.43,,,68.87112188339233
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,161.83768796920776,facebook/bart-base,prospect_both_0_30_ac3_ev,4,facebook/bart-base,View-Unionable,No Semantically,14,14,6,42,0.21,0.5,0.3,0.53,0.33,0.33,0.33,0.42,0.42,0.33,0.37,0.69,0.28,0.76,0.32,0.76,0.33,0.69,0.36,0.61,0.38,0.52,,,161.83768796920776
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,gpt,0.6,0.4285714285714285,1.0,45.04786705970764,gpt,prospect_both_0_30_ac3_ev,4,gpt,View-Unionable,No Semantically,14,14,6,42,0.43,1.0,0.6,0.99,0.83,0.83,0.83,0.89,0.42,0.83,0.56,0.89,0.37,0.96,0.38,0.89,0.48,0.89,0.62,0.89,0.77,0.89,,,45.04786705970764
TPC-DI,View-Unionable,prospect_both_0_30_ac3_ev,roberta-base,0.6,0.4285714285714285,1.0,77.96310710906982,roberta-base,prospect_both_0_30_ac3_ev,4,roberta-base,View-Unionable,No Semantically,14,14,6,42,0.43,1.0,0.6,0.98,0.83,0.83,0.83,0.88,0.5,0.83,0.62,0.97,0.37,0.97,0.44,0.97,0.54,0.97,0.7,0.97,0.77,0.88,,,77.96310710906982
