Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_70_ac2_ev,facebook/bart-base,0.606060606060606,0.5555555555555556,0.6666666666666666,259.7923741340637
TPC-DI,View-Unionable,prospect_both_0_70_ac2_ev,gpt,0.8484848484848485,0.7777777777777778,0.9333333333333332,96.47718787193298
TPC-DI,View-Unionable,prospect_both_0_70_ac2_ev,roberta-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,106.59658813476562
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,35.890854835510254
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,28.507442951202393
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,17.361584901809692
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,albert-base-v2,0.0,0.0,0.0,36.05651092529297
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,facebook/bart-base,0.0,0.0,0.0,91.29710173606873
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,gpt,0.1666666666666666,0.0909090909090909,1.0,25.717406034469604
TPC-DI,View-Unionable,prospect_both_0_1_ac2_ev,roberta-base,0.0,0.0,0.0,35.01274394989014
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,54.559532165527344
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,36.80209803581238
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.6,0.4285714285714285,1.0,26.015034198760983
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,45.53810715675354
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,115.11070895195007
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,gpt,0.6,0.4285714285714285,1.0,39.737677812576294
TPC-DI,View-Unionable,prospect_both_0_30_ac4_ev,roberta-base,0.5,0.3571428571428571,0.8333333333333334,49.05427312850952
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,bert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,78.71117901802063
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,distilbert-base-uncased,0.6666666666666666,0.5625,0.8181818181818182,58.00451707839966
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.5925925925925926,0.5,0.7272727272727273,44.06867504119873
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,89.79970908164978
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,facebook/bart-base,0.7407407407407406,0.625,0.9090909090909092,229.66043496131897
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,gpt,0.5925925925925926,0.5,0.7272727272727273,74.0991108417511
TPC-DI,View-Unionable,prospect_both_0_50_ac2_av,roberta-base,0.7407407407407406,0.625,0.9090909090909092,96.48992681503296
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,bert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,32.35893201828003
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,distilbert-base-uncased,0.1666666666666666,0.0909090909090909,1.0,23.37803077697754
TPC-DI,View-Unionable,prospect_both_0_1_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.1666666666666666,0.0909090909090909,1.0,16.34843921661377
