Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,models_y,f1_score_y,Precision_y,Recall_y,Noise_Level,Attributes_Source1,Attributes_Source2,Common_Attributes,pourcentage_commun,Relation_binaire,F1 Score Median,NDCG at Median,Dataset.1,Model.1,Category.1,Relation.1,models.1,f1_score.1,Precision.1,Recall.1,Execution_Time_y,Noise_Level.1,Attributes_Source1.1,Attributes_Source2.1,Common_Attributes.1,pourcentage_commun.1,Relation_binaire.1,F1 Score Median.1,NDCG at Median.1
ChEMBL,View-Unionable,assays_both_0_70_ac5_av,albert-base-v2,0.5714285714285714,0.5263157894736842,0.625,129.67946100234985,albert-base-v2,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,6,19.0,20.0,16.0,82.0,No Semantically,0.5714285714285714,0.6510924473737961,prospect_both_0_1_ac1_ev,albert-base-v2,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,204.65311884880063,2.0,11.0,12.0,1.0,8.0,No Semantically,0.1666666666666666,0.5
ChEMBL,View-Unionable,assays_both_0_70_ac5_av,facebook/bart-base,0.6285714285714286,0.5789473684210527,0.6875,396.7090120315552,facebook/bart-base,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,6,19.0,20.0,16.0,82.0,No Semantically,0.6285714285714286,0.6990046847439914,assays_both_0_70_ac4_ev,facebook/bart-base,ChEMBL,View-Unionable,distilbert-base-uncased,0.6857142857142857,0.631578947368421,0.75,473.8309001922608,5.0,19.0,20.0,16.0,82.0,No Semantically,0.5142857142857142,0.6545976441183325
ChEMBL,View-Unionable,assays_both_0_70_ac5_av,gpt,0.742857142857143,0.6842105263157895,0.8125,77.59672689437866,gpt,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,6,19.0,20.0,16.0,82.0,No Semantically,0.7999999999999999,0.883465528513462,prospect_both_50_70_ac3_av,gpt,TPC-DI,Semantically-Joinable,roberta-base,0.5454545454545454,0.5,0.6,90.13848423957825,4.0,18.0,19.0,15.0,81.0,Semantically,0.4848484848484848,0.6256521748858609
ChEMBL,View-Unionable,assays_both_0_70_ac5_av,roberta-base,0.5714285714285714,0.5263157894736842,0.625,195.83329010009768,roberta-base,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,6,19.0,20.0,16.0,82.0,No Semantically,0.5142857142857142,0.6124361127311605,assays_horizontal_100_ec_ev,roberta-base,ChEMBL,Unionable,facebook/bart-base,0.5652173913043478,0.5652173913043478,0.5652173913043478,214.47963309288025,1.0,23.0,23.0,23.0,100.0,No Semantically,0.782608695652174,0.8336328520763342
ChEMBL,View-Unionable,assays_both_0_50_ac1_ev,albert-base-v2,0.7142857142857143,0.5882352941176471,0.9090909090909092,86.03314208984375,albert-base-v2,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,2,17.0,17.0,11.0,64.0,No Semantically,0.4285714285714285,0.5305499380894799,assays_both_0_70_ec_av,albert-base-v2,ChEMBL,View-Unionable,distilbert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,152.7884180545807,1.0,19.0,20.0,16.0,82.0,No Semantically,0.742857142857143,0.8550419981865266
ChEMBL,View-Unionable,assays_both_0_50_ac1_ev,facebook/bart-base,0.5714285714285714,0.4705882352941176,0.7272727272727273,274.211464881897,facebook/bart-base,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,2,17.0,17.0,11.0,64.0,No Semantically,0.3571428571428571,0.492985421978146,assays_both_50_30_ac1_av,facebook/bart-base,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,335.11956310272217,2.0,14.0,15.0,6.0,41.0,Semantically,0.4,0.5734133100049832
ChEMBL,View-Unionable,assays_both_0_50_ac1_ev,gpt,0.5,0.4117647058823529,0.6363636363636364,59.705772161483765,gpt,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,2,17.0,17.0,11.0,64.0,No Semantically,0.7857142857142858,1.0,assays_horizontal_0_ac2_av,gpt,ChEMBL,Unionable,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,74.05300688743591,3.0,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.792352767373344
ChEMBL,View-Unionable,assays_both_0_50_ac1_ev,roberta-base,0.5,0.4117647058823529,0.6363636363636364,149.12136507034302,roberta-base,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,2,17.0,17.0,11.0,64.0,No Semantically,0.4285714285714285,0.6415198895263882,prospect_vertical_70_ac5_ev,roberta-base,TPC-DI,Joinable,bert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,153.72017884254456,6.0,18.0,19.0,15.0,81.0,No Semantically,0.606060606060606,0.7197417637984482
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,distilbert-base-uncased,0.1538461538461538,0.0833333333333333,1.0,43.28939294815064,distilbert-base-uncased,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,prospect_both_50_1_ec_ev,distilbert-base-uncased,TPC-DI,Joinable,distilbert-base-uncased,0.0,0.0,0.0,34.17328381538391,1.0,11.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,19.56270289421081,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,1.0,assays_horizontal_50_ac5_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.7391304347826085,0.7391304347826086,0.7391304347826086,22.15744519233704,6.0,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.7005690522088336
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,albert-base-v2,0.1538461538461538,0.0833333333333333,1.0,30.412495136260983,albert-base-v2,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,assays_vertical_50_ac1_ev,albert-base-v2,ChEMBL,Joinable,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,53.26606512069702,2.0,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.6742885682064029
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,facebook/bart-base,0.0,0.0,0.0,99.5399260520935,facebook/bart-base,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,assays_vertical_1_ec_av,facebook/bart-base,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.0,0.0,0.0,123.76590204238892,1.0,12.0,12.0,1.0,8.0,Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,gpt,0.1538461538461538,0.0833333333333333,1.0,23.46071195602417,gpt,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,1.0,assays_both_50_70_ac1_av,gpt,ChEMBL,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.6857142857142857,0.631578947368421,0.75,25.62074494361877,2.0,19.0,20.0,16.0,82.0,Semantically,0.6857142857142857,0.7204647972732359
ChEMBL,View-Unionable,assays_both_0_1_ac3_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,54.205662965774536,roberta-base,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,prospect_horizontal_0_ac2_ev,roberta-base,TPC-DI,Unionable,facebook/bart-base,0.6363636363636364,0.6363636363636364,0.6363636363636364,55.31567907333374,3.0,22.0,22.0,22.0,100.0,No Semantically,0.6363636363636364,0.6086828125981988
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,75.67684507369995,distilbert-base-uncased,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.4,0.5820340019899508,assays_vertical_70_ac2_ev,distilbert-base-uncased,ChEMBL,Joinable,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,65.27963614463806,3.0,19.0,20.0,16.0,82.0,No Semantically,0.6285714285714286,0.7299060577165241
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,41.49179482460022,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.2,0.4103915680233244,assays_horizontal_100_ac5_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.6521739130434783,0.6521739130434783,0.6521739130434783,45.088298082351685,6.0,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.6717922928265875
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,albert-base-v2,0.3,0.2142857142857142,0.5,58.90567207336426,albert-base-v2,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.5,0.7675478300920817,assays_both_50_50_ac2_av,albert-base-v2,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,112.36809134483336,3.0,17.0,17.0,11.0,64.0,Semantically,0.5,0.655146959735115
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,facebook/bart-base,0.3,0.2142857142857142,0.5,211.2586612701416,facebook/bart-base,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.2,0.2125230262274308,assays_vertical_1_ac5_ev,facebook/bart-base,ChEMBL,Joinable,bert-base-uncased,0.0,0.0,0.0,254.30818510055545,6.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,gpt,0.5,0.3571428571428571,0.8333333333333334,43.03882384300232,gpt,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.5,0.815806919977848,prospect_both_50_70_ac1_av,gpt,TPC-DI,Semantically-Joinable,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,48.8098201751709,2.0,18.0,19.0,15.0,81.0,Semantically,0.4848484848484848,0.6416813050924702
ChEMBL,View-Unionable,assays_both_0_30_ac3_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,112.54077196121216,roberta-base,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,4,14.0,15.0,6.0,41.0,No Semantically,0.3,0.3041170587802494,prospect_both_0_50_ec_ev,roberta-base,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,119.41790580749512,1.0,16.0,17.0,11.0,66.0,No Semantically,0.2962962962962963,0.347334152484663
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,distilbert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,146.18879890441897,distilbert-base-uncased,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.6285714285714286,0.6711820210194179,prospect_both_50_1_ac2_av,distilbert-base-uncased,TPC-DI,Semantically-Joinable,roberta-base,0.0,0.0,0.0,111.9877119064331,3.0,11.0,12.0,1.0,8.0,Semantically,0.1666666666666666,1.0
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.5714285714285714,0.5263157894736842,0.625,76.93181324005127,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.5142857142857142,0.5962447391854482,assays_vertical_70_ec_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Semantically-Joinable,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,80.43379211425781,1.0,19.0,20.0,16.0,82.0,Semantically,0.3999999999999999,0.4653773805224567
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,albert-base-v2,0.6857142857142857,0.631578947368421,0.75,103.91458821296692,albert-base-v2,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.6857142857142857,0.6808942704337332,prospect_vertical_50_ac1_ev,albert-base-v2,TPC-DI,Joinable,roberta-base,0.5925925925925926,0.5,0.7272727272727273,196.02406096458435,2.0,16.0,17.0,11.0,66.0,No Semantically,0.5925925925925926,0.7231507859341757
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,facebook/bart-base,0.3999999999999999,0.3684210526315789,0.4375,385.0897328853607,facebook/bart-base,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.6857142857142857,0.7368826439989482,assays_both_0_30_ac1_ev,facebook/bart-base,ChEMBL,View-Unionable,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,459.5415360927582,2.0,14.0,15.0,6.0,41.0,No Semantically,0.5,0.8325036712789009
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,gpt,0.742857142857143,0.6842105263157895,0.8125,79.22401595115662,gpt,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.742857142857143,0.8663488963598533,assays_vertical_30_ac5_ev,gpt,ChEMBL,Joinable,sentence-transformers/all-MiniLM-L6-v2,0.3,0.2142857142857142,0.5,100.05733036994934,6.0,14.0,15.0,6.0,41.0,No Semantically,0.3,0.3501827644973757
ChEMBL,View-Unionable,assays_both_0_70_ac4_av,roberta-base,0.5714285714285714,0.5263157894736842,0.625,198.5999948978424,roberta-base,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,5,19.0,20.0,16.0,82.0,No Semantically,0.6285714285714286,0.7187433651697493,assays_both_0_70_ac5_ev,roberta-base,ChEMBL,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.5142857142857142,0.4736842105263157,0.5625,205.3605868816376,6.0,19.0,20.0,16.0,82.0,No Semantically,0.5714285714285714,0.7176373286184542
ChEMBL,View-Unionable,assays_both_0_1_ac2_av,albert-base-v2,0.1538461538461538,0.0833333333333333,1.0,43.771591901779175,albert-base-v2,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,assays_both_0_50_ac4_ev,albert-base-v2,ChEMBL,View-Unionable,distilbert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,54.788283348083496,5.0,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.7907204792232536
ChEMBL,View-Unionable,assays_both_0_1_ac2_av,facebook/bart-base,0.0,0.0,0.0,104.01695013046265,facebook/bart-base,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,prospect_vertical_1_ac4_ev,facebook/bart-base,TPC-DI,Joinable,bert-base-uncased,0.0,0.0,0.0,118.9582452774048,5.0,11.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_1_ac2_av,gpt,0.1538461538461538,0.0833333333333333,1.0,22.02391791343689,gpt,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,1.0,assays_horizontal_50_ac4_av,gpt,ChEMBL,Unionable,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,25.170766830444336,5.0,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.6867701744730891
ChEMBL,View-Unionable,assays_both_0_1_ac2_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,53.5945680141449,roberta-base,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,assays_both_50_30_ac4_av,roberta-base,ChEMBL,Semantically-Joinable,bert-base-uncased,0.6,0.4285714285714285,1.0,55.921029806137085,5.0,14.0,15.0,6.0,41.0,Semantically,0.5,0.8829374068620365
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,bert-base-uncased,0.3,0.2142857142857142,0.5,120.602148771286,bert-base-uncased,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.5,0.8021574504628255,assays_vertical_1_ac4_ev,bert-base-uncased,ChEMBL,Joinable,bert-base-uncased,0.0,0.0,0.0,97.51247310638428,5.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,distilbert-base-uncased,0.3,0.2142857142857142,0.5,63.75889611244202,distilbert-base-uncased,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.4,0.6577779270716585,assays_both_50_50_ac3_av,distilbert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,65.58806586265564,4.0,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.7611997077041868
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,40.97775602340698,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.3,0.5709662133861837,musicians_viewunion,sentence-transformers/all-MiniLM-L6-v2,Wikidata,View-Unionable,bert-base-uncased,0.1428571428571428,0.125,0.1666666666666666,41.00116300582886,3.0,13.0,13.0,6.0,46.0,No Semantically,0.3529411764705882,0.5449960234716782
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,54.25397396087647,albert-base-v2,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.5,0.8021574504628255,prospect_both_0_1_ac2_ev,albert-base-v2,TPC-DI,View-Unionable,distilbert-base-uncased,0.0,0.0,0.0,116.5542163848877,3.0,11.0,12.0,1.0,8.0,No Semantically,0.1666666666666666,0.5
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,facebook/bart-base,0.3,0.2142857142857142,0.5,200.07305812835693,facebook/bart-base,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.2,0.4034698846650846,assays_both_50_70_ec_av,facebook/bart-base,ChEMBL,Semantically-Joinable,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,256.19965291023254,1.0,19.0,20.0,16.0,82.0,Semantically,0.6857142857142857,0.664849157301933
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,gpt,0.4,0.2857142857142857,0.6666666666666666,46.83135008811951,gpt,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.6,0.9838048780283076,amazon_google_exp,gpt,Magellan,Unionable,bert-base-uncased,1.0,1.0,1.0,52.43652868270874,1.0,4.0,4.0,4.0,100.0,No Semantically,1.0,1.0
ChEMBL,View-Unionable,assays_both_0_30_ac2_av,roberta-base,0.5,0.3571428571428571,0.8333333333333334,109.83668184280396,roberta-base,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,3,14.0,15.0,6.0,41.0,No Semantically,0.5,0.7805552904143293,assays_horizontal_100_ac4_av,roberta-base,ChEMBL,Unionable,gpt,0.9130434782608696,0.9130434782608696,0.9130434782608696,112.35262703895567,5.0,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.7373744715745547
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,distilbert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,90.03267908096313,distilbert-base-uncased,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.6428571428571428,0.7923566859167861,assays_both_50_30_ac4_av,distilbert-base-uncased,ChEMBL,Semantically-Joinable,bert-base-uncased,0.6,0.4285714285714285,1.0,84.13082695007324,5.0,14.0,15.0,6.0,41.0,Semantically,0.5,0.8696762340896295
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.5714285714285714,0.4705882352941176,0.7272727272727273,50.688897132873535,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.7561602744041426,assays_both_50_30_ec_ev,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Joinable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,57.18920612335205,1.0,14.0,15.0,6.0,41.0,No Semantically,0.4,0.7183750273402227
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,albert-base-v2,0.5714285714285714,0.4705882352941176,0.7272727272727273,69.0515718460083,albert-base-v2,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.6428571428571428,0.8156203301457943,assays_both_0_1_ac3_ev,albert-base-v2,ChEMBL,View-Unionable,distilbert-base-uncased,0.0,0.0,0.0,136.02036666870117,4.0,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,0.5
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,facebook/bart-base,0.5,0.4117647058823529,0.6363636363636364,257.1743040084839,facebook/bart-base,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.5,0.6996098226708015,assays_both_0_50_ec_ev,facebook/bart-base,ChEMBL,View-Unionable,distilbert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,320.85327100753784,1.0,17.0,17.0,11.0,64.0,No Semantically,0.4285714285714285,0.6674633426862561
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,gpt,0.6428571428571428,0.5294117647058824,0.8181818181818182,61.33001494407654,gpt,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.7142857142857143,0.9167581712050222,prospect_horizontal_50_ac2_ev,gpt,TPC-DI,Unionable,distilbert-base-uncased,0.7727272727272727,0.7727272727272727,0.7727272727272727,64.10687160491943,3.0,22.0,22.0,22.0,100.0,No Semantically,0.5909090909090909,0.6638096360383892
ChEMBL,View-Unionable,assays_both_0_50_ac4_ev,roberta-base,0.5,0.4117647058823529,0.6363636363636364,130.92884182929993,roberta-base,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,5,17.0,17.0,11.0,64.0,No Semantically,0.5,0.6941354757623809,assays_horizontal_50_ac4_ev,roberta-base,ChEMBL,Unionable,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,143.70300388336182,5.0,23.0,23.0,23.0,100.0,No Semantically,0.8695652173913043,0.8997595237161649
ChEMBL,View-Unionable,assays_both_0_50_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.4285714285714285,0.3529411764705882,0.5454545454545454,54.40021014213562,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,5,17.0,17.0,11.0,64.0,No Semantically,0.3571428571428571,0.3632232609023458,prospect_horizontal_50_ac2_av,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.5454545454545454,0.5454545454545454,0.5454545454545454,54.99481010437012,3.0,22.0,22.0,22.0,100.0,No Semantically,0.5909090909090909,0.6768709431737944
ChEMBL,View-Unionable,assays_both_0_50_ac4_av,albert-base-v2,0.4285714285714285,0.3529411764705882,0.5454545454545454,64.34695291519165,albert-base-v2,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,5,17.0,17.0,11.0,64.0,No Semantically,0.5,0.5492513171542982,assays_both_50_30_ec_av,albert-base-v2,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.3,0.2142857142857142,0.5,133.26643991470337,1.0,14.0,15.0,6.0,41.0,Semantically,0.4,0.6718336845524548
ChEMBL,View-Unionable,assays_both_0_50_ac4_av,facebook/bart-base,0.4285714285714285,0.3529411764705882,0.5454545454545454,256.74621391296387,facebook/bart-base,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,5,17.0,17.0,11.0,64.0,No Semantically,0.5,0.4688221672217594,assays_both_0_1_ac3_av,facebook/bart-base,ChEMBL,View-Unionable,distilbert-base-uncased,0.1538461538461538,0.0833333333333333,1.0,306.2966048717499,4.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,View-Unionable,assays_both_0_50_ac4_av,gpt,0.4285714285714285,0.3529411764705882,0.5454545454545454,55.49926018714905,gpt,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,5,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.8130968007332013,assays_both_0_50_ec_av,gpt,ChEMBL,View-Unionable,distilbert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,87.0848319530487,1.0,17.0,17.0,11.0,64.0,No Semantically,0.5714285714285714,0.7353652332523579
ChEMBL,View-Unionable,assays_both_0_50_ac4_av,roberta-base,0.4285714285714285,0.3529411764705882,0.5454545454545454,136.72226524353027,roberta-base,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,5,17.0,17.0,11.0,64.0,No Semantically,0.5,0.571627638664246,assays_both_50_30_ac4_ev,roberta-base,ChEMBL,Joinable,distilbert-base-uncased,0.3,0.2142857142857142,0.5,152.00472688674927,5.0,14.0,15.0,6.0,41.0,No Semantically,0.3,0.4296937870297496
ChEMBL,View-Unionable,assays_both_0_1_ac2_ev,distilbert-base-uncased,0.0,0.0,0.0,51.48080587387085,distilbert-base-uncased,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,beeradvo_ratebeer,distilbert-base-uncased,Magellan,Unionable,bert-base-uncased,0.6,0.6,0.6,31.909487009048465,1.0,5.0,5.0,5.0,100.0,No Semantically,0.6,0.6992148198508501
ChEMBL,View-Unionable,assays_both_0_1_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,20.839661836624146,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.1538461538461538,1.0,assays_both_50_30_ac5_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,21.21248197555542,6.0,14.0,15.0,6.0,41.0,Semantically,0.5,0.5471353879625743
ChEMBL,View-Unionable,assays_both_0_1_ac2_ev,albert-base-v2,0.1538461538461538,0.0833333333333333,1.0,28.04486513137817,albert-base-v2,bert-base-uncased,0.0,0.0,0.0,3,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0,prospect_vertical_50_ac4_ev,albert-base-v2,TPC-DI,Joinable,roberta-base,0.5925925925925926,0.5,0.7272727272727273,50.40593218803406,5.0,16.0,17.0,11.0,66.0,No Semantically,0.4444444444444444,0.5292225234098121
