Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time,Model,models_y,f1_score_y,Precision_y,Recall_y,Noise_Level,Attributes_Source1,Attributes_Source2,Common_Attributes,pourcentage_commun,Relation_binaire,F1 Score Median,NDCG at Median,Dataset.1,Model.1,Category.1,Relation.1,models.1,f1_score.1,Precision.1,Recall.1,Execution_Time_y,Noise_Level.1,Attributes_Source1.1,Attributes_Source2.1,Common_Attributes.1,pourcentage_commun.1,Relation_binaire.1,F1 Score Median.1,NDCG at Median.1
ChEMBL,Semantically-Joinable,assays_vertical_70_ac2_av,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,158.51773810386658,bert-base-uncased,bert-base-uncased,0.4571428571428571,0.4210526315789473,0.5,3,19.0,20.0,16.0,82.0,Semantically,0.6285714285714286,0.6540064178817917,prospect_both_0_30_ac4_ev,bert-base-uncased,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,102.40102910995483,5.0,14.0,14.0,6.0,42.0,No Semantically,0.5,0.8760157235037966
ChEMBL,Semantically-Joinable,assays_vertical_1_ec_av,bert-base-uncased,0.0,0.0,0.0,44.131664991378784,bert-base-uncased,bert-base-uncased,0.0,0.0,0.0,1,12.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_vertical_1_ec_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.0,0.0,0.0,29.505342960357662,1.0,12.0,12.0,1.0,8.0,Semantically,0.0,0.0
ChEMBL,Semantically-Joinable,assays_vertical_30_ac1_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,89.20168399810791,bert-base-uncased,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,2,14.0,15.0,6.0,41.0,Semantically,0.3,0.4891552498117388,assays_vertical_30_ac1_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,62.71041512489319,2.0,14.0,15.0,6.0,41.0,Semantically,0.4,0.550377069289763
ChEMBL,Semantically-Joinable,assays_both_50_1_ac1_av,bert-base-uncased,0.0,0.0,0.0,44.18808722496033,bert-base-uncased,bert-base-uncased,0.0,0.0,0.0,2,12.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_both_50_1_ac1_av,bert-base-uncased,ChEMBL,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,26.995555877685547,2.0,12.0,12.0,1.0,8.0,Semantically,0.0,0.0
ChEMBL,Semantically-Joinable,assays_both_50_1_ac1_av,distilbert-base-uncased,0.0,0.0,0.0,29.53365898132324,distilbert-base-uncased,bert-base-uncased,0.0,0.0,0.0,2,12.0,12.0,1.0,8.0,Semantically,0.0,0.0,prospect_both_50_30_ac3_ev,distilbert-base-uncased,TPC-DI,Joinable,distilbert-base-uncased,0.2,0.1428571428571428,0.3333333333333333,18.50065898895264,4.0,14.0,14.0,6.0,42.0,No Semantically,0.2,0.2816249726597774
ChEMBL,Semantically-Joinable,assays_both_50_50_ac4_av,bert-base-uncased,0.6428571428571428,0.5294117647058824,0.8181818181818182,124.96614694595335,bert-base-uncased,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,5,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.6818190928112395,assays_both_50_50_ac4_av,bert-base-uncased,ChEMBL,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.7142857142857143,0.5882352941176471,0.9090909090909092,77.78561305999756,5.0,17.0,17.0,11.0,64.0,Semantically,0.6428571428571428,0.8619397744754621
ChEMBL,Semantically-Joinable,assays_both_50_50_ac4_av,distilbert-base-uncased,0.6428571428571428,0.5294117647058824,0.8181818181818182,84.75160217285156,distilbert-base-uncased,bert-base-uncased,0.7857142857142858,0.6470588235294118,1.0,5,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.7089688474133115,assays_vertical_70_ac4_ev,distilbert-base-uncased,ChEMBL,Joinable,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,52.82847189903259,5.0,19.0,20.0,16.0,82.0,No Semantically,0.3428571428571428,0.4930774890725301
ChEMBL,Semantically-Joinable,assays_vertical_50_ec_av,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,127.13352704048155,bert-base-uncased,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,1,17.0,17.0,11.0,64.0,Semantically,0.4285714285714285,0.5726833754309981,assays_vertical_50_ec_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,78.9175112247467,1.0,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.7595506602920833
ChEMBL,Semantically-Joinable,assays_both_50_50_ac3_av,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,115.6661479473114,bert-base-uncased,bert-base-uncased,0.7142857142857143,0.5882352941176471,0.9090909090909092,4,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.6847899610863896,assays_both_50_70_ec_av,bert-base-uncased,ChEMBL,Semantically-Joinable,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,70.91738104820251,1.0,19.0,20.0,16.0,82.0,Semantically,0.6285714285714286,0.7052789217838189
ChEMBL,Semantically-Joinable,assays_vertical_70_ac4_av,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,153.81344509124756,bert-base-uncased,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,5,19.0,20.0,16.0,82.0,Semantically,0.742857142857143,0.7977473998077467,assays_vertical_70_ac4_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,97.79820609092712,5.0,19.0,20.0,16.0,82.0,Semantically,0.6285714285714286,0.74690434728907
ChEMBL,Semantically-Joinable,assays_both_50_1_ac3_av,bert-base-uncased,0.0,0.0,0.0,45.69062614440918,bert-base-uncased,bert-base-uncased,0.0,0.0,0.0,4,12.0,12.0,1.0,8.0,Semantically,0.0,0.0,assays_both_50_1_ac3_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.0,0.0,0.0,30.54137682914734,4.0,12.0,12.0,1.0,8.0,Semantically,0.0,0.0
ChEMBL,Semantically-Joinable,assays_both_50_50_ac2_av,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,138.9840850830078,bert-base-uncased,bert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,3,17.0,17.0,11.0,64.0,Semantically,0.5,0.6005147998638545,prospect_both_0_50_ec_ev,bert-base-uncased,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,78.13470077514648,1.0,16.0,17.0,11.0,66.0,No Semantically,0.4444444444444444,0.5744332532453872
ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,137.42021012306213,bert-base-uncased,bert-base-uncased,0.3571428571428571,0.2941176470588235,0.4545454545454545,6,17.0,17.0,11.0,64.0,Semantically,0.5714285714285714,0.7743537492796237,assays_both_50_70_ac5_ev,bert-base-uncased,ChEMBL,Joinable,bert-base-uncased,0.6857142857142857,0.631578947368421,0.75,188.49670791625977,6.0,19.0,20.0,16.0,82.0,No Semantically,0.6285714285714286,0.7556408308608854
ChEMBL,Semantically-Joinable,assays_both_50_70_ac2_av,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,165.51965594291687,bert-base-uncased,bert-base-uncased,0.742857142857143,0.6842105263157895,0.8125,3,19.0,20.0,16.0,82.0,Semantically,0.6857142857142857,0.70073733175394,assays_both_50_70_ac2_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.6857142857142857,0.631578947368421,0.75,140.8440067768097,3.0,19.0,20.0,16.0,82.0,Semantically,0.7999999999999999,0.8340131528048758
ChEMBL,Semantically-Joinable,assays_both_50_30_ac5_av,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,84.51591777801514,bert-base-uncased,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,6,14.0,15.0,6.0,41.0,Semantically,0.4,0.4339391953612596,assays_both_50_30_ac5_av,bert-base-uncased,ChEMBL,Semantically-Joinable,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,69.9598069190979,6.0,14.0,15.0,6.0,41.0,Semantically,0.4,0.7149394488115768
ChEMBL,Semantically-Joinable,assays_both_50_70_ac3_av,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,167.6313111782074,bert-base-uncased,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,4,19.0,20.0,16.0,82.0,Semantically,0.5714285714285714,0.5853598006006105,assays_both_50_70_ac3_av,bert-base-uncased,ChEMBL,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.5714285714285714,0.5263157894736842,0.625,142.445955991745,4.0,19.0,20.0,16.0,82.0,Semantically,0.5714285714285714,0.7093218254780049
ChEMBL,Semantically-Joinable,assays_both_50_70_ac3_av,distilbert-base-uncased,0.6857142857142857,0.631578947368421,0.75,113.55382823944092,distilbert-base-uncased,bert-base-uncased,0.6285714285714286,0.5789473684210527,0.6875,4,19.0,20.0,16.0,82.0,Semantically,0.6857142857142857,0.7258865128422114,prospect_both_0_70_ac4_av,distilbert-base-uncased,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,94.87404704093932,5.0,18.0,19.0,15.0,81.0,No Semantically,0.606060606060606,0.6319448818184493
ChEMBL,Semantically-Joinable,assays_both_50_30_ac1_av,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,86.82062005996704,bert-base-uncased,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,2,14.0,15.0,6.0,41.0,Semantically,0.4,0.6502315245039586,prospect_horizontal_100_ac2_av,bert-base-uncased,TPC-DI,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.6363636363636364,0.6363636363636364,0.6363636363636364,74.86812782287598,3.0,22.0,22.0,22.0,100.0,No Semantically,0.5909090909090909,0.6535976438112603
ChEMBL,Semantically-Joinable,assays_vertical_50_ac4_av,bert-base-uncased,0.6428571428571428,0.5294117647058824,0.8181818181818182,109.03810501098631,bert-base-uncased,bert-base-uncased,0.6428571428571428,0.5294117647058824,0.8181818181818182,5,17.0,17.0,11.0,64.0,Semantically,0.6428571428571428,0.8273571653171561,assays_horizontal_0_ac3_ev,bert-base-uncased,ChEMBL,Unionable,albert-base-v2,0.782608695652174,0.782608695652174,0.782608695652174,96.21283793449402,4.0,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7768947359170407
ChEMBL,Unionable,assays_horizontal_0_ec_av,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,233.63179302215576,bert-base-uncased,bert-base-uncased,1.0,1.0,1.0,1,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.756440616160301,prospect_vertical_1_ec_av,bert-base-uncased,TPC-DI,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.0,0.0,0.0,176.465646982193,1.0,11.0,12.0,1.0,8.0,Semantically,0.0,0.0
ChEMBL,Unionable,assays_horizontal_0_ec_av,distilbert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,161.59902501106262,distilbert-base-uncased,bert-base-uncased,1.0,1.0,1.0,1,23.0,23.0,23.0,100.0,No Semantically,0.8260869565217391,0.8181567153083541,prospect_both_50_50_ac4_ev,distilbert-base-uncased,TPC-DI,Joinable,albert-base-v2,0.5185185185185185,0.4375,0.6363636363636364,122.524512052536,5.0,16.0,17.0,11.0,66.0,No Semantically,0.5925925925925926,0.7181181367668616
ChEMBL,Unionable,assays_horizontal_100_ec_ev,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,231.72377395629883,bert-base-uncased,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,1,23.0,23.0,23.0,100.0,No Semantically,0.9130434782608696,0.8791906712415651,assays_both_50_30_ac3_av,bert-base-uncased,ChEMBL,Semantically-Joinable,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,308.72656083106995,4.0,14.0,15.0,6.0,41.0,Semantically,0.3,0.5709662133861837
ChEMBL,Unionable,assays_horizontal_100_ec_ev,distilbert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,161.5306317806244,distilbert-base-uncased,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,1,23.0,23.0,23.0,100.0,No Semantically,0.8260869565217391,0.8292260836285492,assays_both_0_1_ac4_ev,distilbert-base-uncased,ChEMBL,View-Unionable,bert-base-uncased,0.0,0.0,0.0,265.57232189178467,5.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
ChEMBL,Unionable,assays_horizontal_100_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.782608695652174,0.782608695652174,0.782608695652174,102.7178671360016,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,1,23.0,23.0,23.0,100.0,No Semantically,0.7555555555555555,0.7696917426534368,prospect_horizontal_50_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Unionable,albert-base-v2,0.7272727272727273,0.7272727272727273,0.7272727272727273,178.1477780342102,6.0,22.0,22.0,22.0,100.0,No Semantically,0.5909090909090909,0.6511981708032544
ChEMBL,Unionable,assays_horizontal_100_ec_ev,albert-base-v2,0.8260869565217391,0.8260869565217391,0.8260869565217391,132.98019313812256,albert-base-v2,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,1,23.0,23.0,23.0,100.0,No Semantically,0.782608695652174,0.7979226451544215,prospect_horizontal_0_ac4_ev,albert-base-v2,TPC-DI,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.6818181818181818,0.6818181818181818,0.6818181818181818,467.46843791008,5.0,22.0,22.0,22.0,100.0,No Semantically,0.5909090909090909,0.5966994440636998
ChEMBL,Unionable,assays_horizontal_0_ac3_ev,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,232.0045371055603,bert-base-uncased,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,4,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7643606576261146,prospect_vertical_50_ac1_av,bert-base-uncased,TPC-DI,Semantically-Joinable,bert-base-uncased,0.3703703703703703,0.3125,0.4545454545454545,173.34527492523193,2.0,16.0,17.0,11.0,66.0,Semantically,0.5925925925925926,0.7422375519584685
ChEMBL,Unionable,assays_horizontal_0_ac3_ev,distilbert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,157.0823140144348,distilbert-base-uncased,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,4,23.0,23.0,23.0,100.0,No Semantically,0.782608695652174,0.7774812017627569,assays_vertical_70_ec_ev,distilbert-base-uncased,ChEMBL,Joinable,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,77.39355111122131,1.0,19.0,20.0,16.0,82.0,No Semantically,0.5714285714285714,0.6404316669671662
ChEMBL,Unionable,assays_horizontal_0_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.6086956521739131,0.6086956521739131,0.6086956521739131,98.65096497535706,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,4,23.0,23.0,23.0,100.0,No Semantically,0.6666666666666666,0.7002389638902538,assays_both_0_30_ac1_av,sentence-transformers/all-MiniLM-L6-v2,ChEMBL,View-Unionable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,64.34350275993347,2.0,14.0,15.0,6.0,41.0,No Semantically,0.4,0.6324677375730864
ChEMBL,Unionable,assays_horizontal_50_ac3_ev,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,232.4536509513855,bert-base-uncased,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,4,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.7045768586624664,assays_both_0_50_ac3_av,bert-base-uncased,ChEMBL,View-Unionable,distilbert-base-uncased,0.5714285714285714,0.4705882352941176,0.7272727272727273,100.67131328582764,4.0,17.0,17.0,11.0,64.0,No Semantically,0.4285714285714285,0.592871019602552
ChEMBL,Unionable,assays_horizontal_50_ec_ev,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,233.7402560710907,bert-base-uncased,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,1,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7601890240396959,assays_horizontal_50_ec_ev,bert-base-uncased,ChEMBL,Unionable,sentence-transformers/all-MiniLM-L6-v2,0.782608695652174,0.782608695652174,0.782608695652174,102.68801879882812,1.0,23.0,23.0,23.0,100.0,No Semantically,0.6086956521739131,0.7020548783884357
ChEMBL,Unionable,assays_horizontal_50_ec_ev,distilbert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,157.42722010612488,distilbert-base-uncased,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,1,23.0,23.0,23.0,100.0,No Semantically,0.8260869565217391,0.8322190684179295,assays_both_0_70_ac3_av,distilbert-base-uncased,ChEMBL,View-Unionable,distilbert-base-uncased,0.5142857142857142,0.4736842105263157,0.5625,79.76784682273865,4.0,19.0,20.0,16.0,82.0,No Semantically,0.4571428571428571,0.6039420504898217
ChEMBL,Unionable,assays_horizontal_100_ac5_ev,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,231.30743288993835,bert-base-uncased,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,6,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7718252050277843,prospect_vertical_50_ac2_av,bert-base-uncased,TPC-DI,Semantically-Joinable,distilbert-base-uncased,0.4444444444444444,0.375,0.5454545454545454,100.90673303604126,3.0,16.0,17.0,11.0,66.0,Semantically,0.5185185185185185,0.7367521284464674
ChEMBL,Unionable,assays_horizontal_100_ac1_ev,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,223.7455151081085,bert-base-uncased,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.6889058914510703,assays_horizontal_100_ac1_ev,bert-base-uncased,ChEMBL,Unionable,facebook/bart-base,0.5217391304347826,0.5217391304347826,0.5217391304347826,99.00947713851927,2.0,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7901135849265619
ChEMBL,Unionable,assays_horizontal_100_ac1_ev,distilbert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,152.4272382259369,distilbert-base-uncased,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7502661233039748,assays_both_0_70_ac2_av,distilbert-base-uncased,ChEMBL,View-Unionable,roberta-base,0.5142857142857142,0.4736842105263157,0.5625,77.97477102279663,3.0,19.0,20.0,16.0,82.0,No Semantically,0.4571428571428571,0.5956143462098434
ChEMBL,Unionable,assays_horizontal_100_ac1_ev,sentence-transformers/all-MiniLM-L6-v2,0.7391304347826085,0.7391304347826086,0.7391304347826086,237.41084718704224,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7501351514078953,prospect_both_50_70_ac5_ev,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Joinable,sentence-transformers/all-MiniLM-L6-v2,0.4848484848484848,0.4444444444444444,0.5333333333333333,64.83445811271667,6.0,18.0,19.0,15.0,81.0,No Semantically,0.5454545454545454,0.6977178761326173
ChEMBL,Unionable,assays_horizontal_100_ac1_ev,albert-base-v2,0.8260869565217391,0.8260869565217391,0.8260869565217391,2134.0212230682373,albert-base-v2,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.7386523327407134,assays_vertical_30_ac2_av,albert-base-v2,ChEMBL,Semantically-Joinable,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,100.66540598869324,3.0,14.0,15.0,6.0,41.0,Semantically,0.4,0.6787553679106947
ChEMBL,Unionable,assays_horizontal_100_ac1_av,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,239.9825131893158,bert-base-uncased,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,2,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7708991037612056,assays_horizontal_100_ac1_av,bert-base-uncased,ChEMBL,Unionable,facebook/bart-base,0.6086956521739131,0.6086956521739131,0.6086956521739131,103.14789295196532,2.0,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.6998708912891476
ChEMBL,Unionable,assays_horizontal_100_ac1_av,distilbert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,162.53794980049133,distilbert-base-uncased,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,2,23.0,23.0,23.0,100.0,No Semantically,0.8260869565217391,0.8282410195837191,assays_both_0_30_ec_ev,distilbert-base-uncased,ChEMBL,View-Unionable,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,77.25664687156677,1.0,14.0,15.0,6.0,41.0,No Semantically,0.4,0.6924048374257171
ChEMBL,Unionable,assays_horizontal_100_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.6956521739130435,0.6956521739130435,0.6956521739130435,104.7656581401825,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,2,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.7091565227511131,prospect_horizontal_100_ec_av,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,Unionable,bert-base-uncased,0.6818181818181818,0.6818181818181818,0.6818181818181818,61.80767583847046,1.0,22.0,22.0,22.0,100.0,No Semantically,0.7272727272727273,0.796097500707061
ChEMBL,Unionable,assays_horizontal_100_ac1_av,albert-base-v2,0.6956521739130435,0.6956521739130435,0.6956521739130435,120.6059799194336,albert-base-v2,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,2,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.6889758529198275,prospect_both_50_30_ac1_av,albert-base-v2,TPC-DI,Semantically-Joinable,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,100.27337908744812,2.0,14.0,14.0,6.0,42.0,Semantically,0.4,0.6415828050999662
ChEMBL,Unionable,assays_horizontal_100_ac5_av,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,233.90479397773743,bert-base-uncased,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,6,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.7175587852605115,prospect_both_50_70_ac1_av,bert-base-uncased,TPC-DI,Semantically-Joinable,facebook/bart-base,0.4848484848484848,0.4444444444444444,0.5333333333333333,98.54140281677246,2.0,18.0,19.0,15.0,81.0,Semantically,0.5454545454545454,0.5533474877704992
ChEMBL,Unionable,assays_horizontal_100_ac5_av,distilbert-base-uncased,0.6086956521739131,0.6086956521739131,0.6086956521739131,164.17823100090027,distilbert-base-uncased,bert-base-uncased,0.8260869565217391,0.8260869565217391,0.8260869565217391,6,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7380003078237503,prospect_both_0_50_ec_ev,distilbert-base-uncased,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.4444444444444444,0.375,0.5454545454545454,76.86515498161316,1.0,16.0,17.0,11.0,66.0,No Semantically,0.4444444444444444,0.4204842895927676
ChEMBL,Unionable,assays_horizontal_50_ac2_av,bert-base-uncased,0.7391304347826085,0.7391304347826086,0.7391304347826086,235.53561401367188,bert-base-uncased,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,3,23.0,23.0,23.0,100.0,No Semantically,0.6521739130434783,0.6993629623801587,prospect_vertical_30_ac2_ev,bert-base-uncased,TPC-DI,Joinable,roberta-base,0.3,0.2142857142857142,0.5,100.77720093727112,3.0,14.0,14.0,6.0,42.0,No Semantically,0.2,0.4196650066367769
ChEMBL,Unionable,assays_horizontal_50_ec_av,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,234.56358075141907,bert-base-uncased,bert-base-uncased,0.9130434782608696,0.9130434782608696,0.9130434782608696,1,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7599012850775311,assays_horizontal_50_ec_av,bert-base-uncased,ChEMBL,Unionable,distilbert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,101.66013383865356,1.0,23.0,23.0,23.0,100.0,No Semantically,0.6086956521739131,0.6882679651381486
ChEMBL,Unionable,assays_horizontal_100_ac4_av,bert-base-uncased,0.6956521739130435,0.6956521739130435,0.6956521739130435,233.95415687561035,bert-base-uncased,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,5,23.0,23.0,23.0,100.0,No Semantically,0.7391304347826085,0.7689000273513397,prospect_both_50_30_ac4_av,bert-base-uncased,TPC-DI,Semantically-Joinable,roberta-base,0.2,0.1428571428571428,0.3333333333333333,103.6989049911499,5.0,14.0,14.0,6.0,42.0,Semantically,0.6,1.0
ChEMBL,Unionable,assays_horizontal_100_ac4_av,distilbert-base-uncased,0.6086956521739131,0.6086956521739131,0.6086956521739131,153.97197437286377,distilbert-base-uncased,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,5,23.0,23.0,23.0,100.0,No Semantically,0.782608695652174,0.7959204473019355,prospect_vertical_50_ac3_ev,distilbert-base-uncased,TPC-DI,Joinable,sentence-transformers/all-MiniLM-L6-v2,0.5185185185185185,0.4375,0.6363636363636364,82.1189649105072,4.0,16.0,17.0,11.0,66.0,No Semantically,0.4444444444444444,0.642251086006075
ChEMBL,Unionable,assays_horizontal_100_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.782608695652174,0.782608695652174,0.782608695652174,98.3773581981659,sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,5,23.0,23.0,23.0,100.0,No Semantically,0.6086956521739131,0.6785282217102251,prospect_both_0_30_ac5_av,sentence-transformers/all-MiniLM-L6-v2,TPC-DI,View-Unionable,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,65.05431985855103,6.0,14.0,14.0,6.0,42.0,No Semantically,0.4,0.7751482523375255
ChEMBL,Unionable,assays_horizontal_100_ac4_av,albert-base-v2,0.7391304347826085,0.7391304347826086,0.7391304347826086,131.9186499118805,albert-base-v2,bert-base-uncased,0.6521739130434783,0.6521739130434783,0.6521739130434783,5,23.0,23.0,23.0,100.0,No Semantically,0.6956521739130435,0.7003011704537512,assays_both_50_1_ec_ev,albert-base-v2,ChEMBL,Joinable,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,100.73847222328186,1.0,12.0,12.0,1.0,8.0,No Semantically,0.0,0.0
